,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
167,116.5524347782135,0.4230793254223382,2.6291812896728515,0.061883956235912814,31,sqrt,1,318,"{'max_depth': 31, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 318}",-0.779679428117758,-0.7889774028218762,-0.7706607276582234,-0.781699418017169,-0.7961725738673454,-0.7834379100964745,0.008640168673890674,111,-0.2911982089438873,-0.28971838951704176,-0.291440257196582,-0.2894277838649084,-0.28899180937482233,-0.2901552897794483,0.0009810866417987228
39,139.2808385848999,1.1030807039387491,3.175305128097534,0.06131226172586252,42,sqrt,1,384,"{'max_depth': 42, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 384}",-0.7805783252192605,-0.7892634996362295,-0.7690610943387953,-0.782279542785645,-0.7968791733858503,-0.7836123270731561,0.009280784640517134,112,-0.2906802613174633,-0.28868026485728615,-0.29049616236687076,-0.28872061630704693,-0.28858175279112624,-0.28943181152795866,0.0009470681582355877
5,120.34888782501221,0.817939526464769,2.760995960235596,0.022889530526006955,32,sqrt,1,333,"{'max_depth': 32, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 333}",-0.7795876087441598,-0.7882418639580566,-0.7707872560413279,-0.7828792679127937,-0.7966331034704248,-0.7836258200253525,0.00862775173251199,113,-0.29118397952666064,-0.28886258195267966,-0.2908601979600794,-0.2895502088398403,-0.28872127643002715,-0.2898356489418574,0.001013692021182501
85,83.43280711174012,0.5180305822051452,1.8578337192535401,0.033056787240297834,24,sqrt,1,236,"{'max_depth': 24, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 236}",-0.7774495590823239,-0.7895390606899402,-0.770662220936386,-0.7827315981734421,-0.7979503850317826,-0.783666564782775,0.009456764884470323,114,-0.30383951173692464,-0.30248293837476237,-0.3044235721643831,-0.3028435345052162,-0.3021092323913439,-0.30313975783452607,0.0008624357958788294
187,124.11470966339111,0.9949267446750439,2.842037010192871,0.04913542654773866,35,sqrt,1,341,"{'max_depth': 35, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 341}",-0.7797161998243055,-0.7892887310243444,-0.7704959633465939,-0.7822444417885672,-0.7966283210477056,-0.7836747314063034,0.008839774935563762,115,-0.290679993733867,-0.288890391299081,-0.29048501214372807,-0.2891432724637175,-0.2883552631198853,-0.28951078655205575,0.0009133840610393787
110,141.35503363609314,0.9072262663627813,3.283322286605835,0.051541427659632606,28,sqrt,1,393,"{'max_depth': 28, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 393}",-0.7801447241194929,-0.7888140104618295,-0.7705912967728926,-0.7823423554991379,-0.7969221110930284,-0.7837628995892763,0.008800895732163198,116,-0.29235802464370725,-0.29063921342107785,-0.292738933924245,-0.2907923206349178,-0.2904005882681997,-0.2913858161784295,0.0009650330156577712
119,123.77112989425659,1.1504558242293672,2.8545429706573486,0.0853565518427505,44,sqrt,1,337,"{'max_depth': 44, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 337}",-0.7805911505968349,-0.789311445966578,-0.7698089222057294,-0.7822890604856984,-0.7971618976233585,-0.7838324953756398,0.009134998363938954,117,-0.2910114022495205,-0.2888670475280917,-0.29077949203477405,-0.28912629709776894,-0.28875473525468254,-0.28970779483296755,0.0009799229964961111
197,122.54274082183838,0.9047386005646514,2.835896301269531,0.07644982244820436,45,sqrt,1,337,"{'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 337}",-0.7805862287899014,-0.7894906678856642,-0.7699326137722546,-0.7823561364529623,-0.7972172005434941,-0.7839165694888554,0.009132956775364631,118,-0.2909942442902608,-0.28884166964723823,-0.29080685944013673,-0.28915409492988103,-0.2887783411296051,-0.28971504188742436,0.000978087237892134
108,134.61611824035646,0.9366991555766722,3.1332600593566893,0.06742176617008995,43,sqrt,1,368,"{'max_depth': 43, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 368}",-0.7806799447233708,-0.7895498284406879,-0.7696567679409546,-0.7825536164525052,-0.7971942151425101,-0.7839268745400056,0.009205479570227493,119,-0.29074440377612143,-0.2888788037222367,-0.29068107404503435,-0.2888305597845029,-0.28864917860681855,-0.2895568039869428,0.0009471299017498228
178,130.16988463401793,1.0240180739511415,2.9357064723968507,0.030562177491896488,43,sqrt,1,358,"{'max_depth': 43, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 358}",-0.7807002165813103,-0.7893281410868954,-0.7697365920486496,-0.7824537925090224,-0.7975352215286108,-0.7839507927508976,0.009255304825943557,120,-0.2908095786623197,-0.2888439985998648,-0.2908187127264648,-0.28894659213905693,-0.28877870020724994,-0.2896395164669912,0.0009605776172167385
115,105.6440619468689,0.785638409905012,2.4184351444244383,0.06520603577449774,29,sqrt,1,290,"{'max_depth': 29, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 290}",-0.7809815312273655,-0.7888845932890363,-0.7715286544754039,-0.7824757779221372,-0.7974115561590149,-0.7842564226145916,0.0086066159817575,121,-0.2923138050174324,-0.2900649158095858,-0.29247714309905737,-0.2905241075369809,-0.2904786591142801,-0.29117172611546727,0.0010132362472691238
25,96.4718279838562,0.555860952358481,2.1137531757354737,0.023761348840219708,44,sqrt,1,263,"{'max_depth': 44, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 263}",-0.78151221494046,-0.7897791906514153,-0.7706450894491956,-0.7826563997135735,-0.797768759449115,-0.7844723308407519,0.009035599274973563,122,-0.29135187942257224,-0.28927383592575057,-0.29142714384415197,-0.289996846772678,-0.28960236250747706,-0.29033041369452595,0.0008948621411655109
104,94.58509798049927,0.7514293926210894,2.1564804553985595,0.03872333608176252,44,sqrt,1,261,"{'max_depth': 44, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 261}",-0.7814779043014966,-0.7898023671587504,-0.7707471026646626,-0.7826968701056556,-0.7978166242098191,-0.7845081736880768,0.009021904108656593,123,-0.29137722648028047,-0.28928437392180906,-0.2914591216435407,-0.28996088602460673,-0.28958397125925617,-0.2903331158658986,0.0009118868732524473
84,147.5499855518341,1.3997197609959973,3.1485336780548097,0.038164726799587885,20,sqrt,1,453,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 453}",-0.7809993189535535,-0.7894557565399513,-0.7714876075138736,-0.783772073405865,-0.7983084135110105,-0.7848046339848507,0.00890926260000337,124,-0.3464956750772823,-0.34729978922277116,-0.3477811262860356,-0.3463559541253036,-0.34621101966674084,-0.3468287128756267,0.0006074477986794391
47,78.52244505882263,0.49529102772054484,1.7817189693450928,0.02634255515693935,34,sqrt,1,219,"{'max_depth': 34, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 219}",-0.7810694294452173,-0.7895383551691426,-0.7715157243370369,-0.7850599245770187,-0.7974695444701609,-0.7849305955997152,0.008641073869335296,125,-0.29179642703112396,-0.2903469579614633,-0.29225470527582753,-0.2910368554357323,-0.2898039474457937,-0.29104777862998815,0.0009006143788924598
45,80.22425165176392,0.22000206044570259,1.8660536766052247,0.04786527210958736,40,sqrt,1,222,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 222}",-0.7823349823571106,-0.7898718110125328,-0.7707580094021913,-0.7828732960606167,-0.7988952715234178,-0.7849466740711739,0.009287178041242518,126,-0.291797075103414,-0.28990969039177533,-0.29216188366524526,-0.2905762394093348,-0.2902419983156135,-0.2909373773770766,0.0008841503312285669
24,141.56355400085448,1.059488615945913,3.012828493118286,0.07935463982478322,20,sqrt,1,426,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 426}",-0.7810948842822184,-0.7897123748211116,-0.7716646589643473,-0.783963545577966,-0.7984112707377131,-0.7849693468766713,0.008901903709436743,127,-0.3465204001940491,-0.3471426743344724,-0.3478199409515526,-0.34645649290398145,-0.34615048303660817,-0.34681799828413273,0.0005956728993731587
186,146.76368799209595,0.3569302918203777,3.181984281539917,0.01354081306573965,32,sqrt,2,486,"{'max_depth': 32, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 486}",-0.7809114063426983,-0.7904451549809649,-0.7708896745856273,-0.7840240586903037,-0.7986450821385644,-0.7849830753476318,0.00930168683572609,128,-0.42219392213572177,-0.41855523555868684,-0.4221002434497425,-0.41870113340110704,-0.4173922300883335,-0.41978855292671835,0.0019786677440437146
189,75.64491200447083,0.2317829010662116,1.755746555328369,0.05666774939074054,40,sqrt,1,210,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 210}",-0.7823156298517976,-0.7896261684301622,-0.7709903364512621,-0.7830513603775935,-0.7990771972528466,-0.7850121384727324,0.009239500985947115,129,-0.2920588133728821,-0.2901485862604585,-0.2925229034714365,-0.2906925976060743,-0.29042613096569736,-0.29116980633530976,0.0009428549242119323
112,56.60275440216064,0.290815925774842,1.3172175407409668,0.017057971104954717,31,sqrt,1,154,"{'max_depth': 31, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 154}",-0.7817359635017611,-0.789558436261286,-0.7731504577956179,-0.7835161923699175,-0.7974609851869241,-0.7850844070231013,0.008115258961334068,130,-0.29324979423231406,-0.29228156124020077,-0.29417434002290077,-0.29217775023692855,-0.29133382754338427,-0.2926434546551457,0.0009771620451936671
53,124.40963473320008,0.9117448607586723,2.6788827896118166,0.01486302158286996,20,sqrt,1,376,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 376}",-0.7811177957735848,-0.789773898561533,-0.7722670473103408,-0.7839075155194521,-0.7988866106361041,-0.7851905735602029,0.008875129150815312,131,-0.3468167655978541,-0.3476249303316807,-0.34819138778972863,-0.34661465918202583,-0.346568158580301,-0.3471631802963181,0.0006395862949330897
120,144.25542101860046,0.9591699655681155,3.1011705875396727,0.017190041462182296,28,sqrt,2,472,"{'max_depth': 28, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 472}",-0.7819737748099173,-0.789724772867117,-0.7713116913769196,-0.7846207718159832,-0.7987801960134651,-0.7852822413766803,0.009038701518682345,132,-0.42278349392346537,-0.4192542930683591,-0.4227015583221354,-0.4196463410969662,-0.4182238565336468,-0.4205219085889146,0.001871905551816931
74,149.7728075504303,0.9862119741261672,3.2504590511322022,0.049086702606661196,38,sqrt,2,494,"{'max_depth': 38, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 494}",-0.7816435711295437,-0.7899290469574275,-0.7721456313535059,-0.7839464974834996,-0.798777943767088,-0.7852885381382129,0.008846708344759906,133,-0.4220357595973342,-0.4181315680840638,-0.4222753547680648,-0.4187086072478687,-0.4175915529530922,-0.41974856853008474,0.0019982401147449753
133,150.2353594303131,2.174708012055523,3.1071208000183104,0.19949702457340152,25,sqrt,2,496,"{'max_depth': 25, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 496}",-0.782533969648369,-0.789479983364374,-0.7713035854858501,-0.785048156270284,-0.7981091084693921,-0.7852949606476539,0.008776780299790834,134,-0.4254361360580164,-0.4212819264410564,-0.42523083416083507,-0.4220495042297576,-0.4202937345706233,-0.42285842709205773,0.0020971531676265086
174,139.55065402984619,1.15253366817082,3.011906099319458,0.031195816911800872,49,sqrt,2,462,"{'max_depth': 49, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 462}",-0.7816860945984935,-0.7901344075432984,-0.7723443192038734,-0.784015448890336,-0.7987607903145819,-0.7853882121101167,0.008798698926562818,135,-0.4222348772713682,-0.4184166226038815,-0.42247519186068294,-0.41868532392080865,-0.4176958797088057,-0.41990157907310943,0.002030627748212341
111,133.36740446090698,1.1462028074434154,2.8890175819396973,0.04573584970055343,24,sqrt,2,437,"{'max_depth': 24, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 437}",-0.7819757215535995,-0.7902061314284067,-0.7718123909374398,-0.7840143928475716,-0.7990850172357575,-0.7854187308005549,0.009040415387933936,136,-0.4265442930502755,-0.42336306630392073,-0.4263325623743269,-0.42408301331476267,-0.4222235822075231,-0.4245093034501618,0.0016843728952420183
195,137.59901542663573,1.144855891168685,2.9068015098571776,0.022627078102931044,25,sqrt,2,456,"{'max_depth': 25, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 456}",-0.7829294454323527,-0.7895890928279568,-0.7714757751165723,-0.785193374395707,-0.7980147660855728,-0.7854404907716322,0.008679896280697813,137,-0.42561997440775895,-0.42132739918520623,-0.4251996440317693,-0.4220385435347727,-0.42041847918298886,-0.4229208080684992,0.0021003611452592636
166,104.86807355880737,1.5244998880049798,2.2224411964416504,0.017359853260629672,27,sqrt,2,341,"{'max_depth': 27, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 341}",-0.7823327096429732,-0.790046306831613,-0.7720783656288177,-0.7846897167443284,-0.7981417534709383,-0.7854577704637342,0.008617452945184258,138,-0.4229729118401142,-0.42020613437735804,-0.42310784837938636,-0.4199926948962974,-0.41859900495129454,-0.42097571888889007,0.001774379975102683
58,131.66406860351563,0.5523094606725355,2.7859499931335447,0.032304514500929256,36,sqrt,2,436,"{'max_depth': 36, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 436}",-0.7820833905873735,-0.790002029683679,-0.7725876075733157,-0.7840578956563943,-0.7986871184777209,-0.7854836083956966,0.00865620915403164,139,-0.4224606396140886,-0.4185043765632311,-0.42250852739473055,-0.4186793109760977,-0.41800275640889356,-0.42003112219140837,0.002015574606469811
75,129.89365177154542,0.9493309722973811,2.7777387619018556,0.030420955921846835,33,sqrt,2,427,"{'max_depth': 33, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 427}",-0.7822826657637085,-0.7904284379303859,-0.7715199586127682,-0.7848619705465151,-0.7983677821235337,-0.7854921629953823,0.00890021222757561,140,-0.4225762861385378,-0.4185471679330254,-0.42255919568454675,-0.4190113925020112,-0.4175534857279279,-0.4200495055972098,0.002109406394320985
48,121.9706802368164,0.2648268990321886,2.6227152347564697,0.03671588345512809,23,sqrt,2,408,"{'max_depth': 23, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 408}",-0.7818235099369688,-0.7907913859318703,-0.7712819730558613,-0.7847233933322427,-0.7989504310312987,-0.7855141386576483,0.009221538350879886,141,-0.42917735757021336,-0.4265336193994436,-0.4291629952242781,-0.42640635235052776,-0.4245508559406337,-0.4271662360970193,0.0017804211383199609
140,122.58989963531494,0.9520292614347604,2.687125873565674,0.007269517349625956,37,sqrt,2,407,"{'max_depth': 37, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 407}",-0.7823922806646885,-0.7902887979121783,-0.7725082790885186,-0.7841000810012136,-0.7988895443269498,-0.7856357965987097,0.008746688333969455,142,-0.4225030961152323,-0.41844503709312414,-0.42262079047885254,-0.4187680148170558,-0.4181253241260579,-0.42009245252606453,0.0020268893562970336
162,120.19222755432129,0.8789823495803103,2.6209105491638183,0.030500833698190982,49,sqrt,2,398,"{'max_depth': 49, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 398}",-0.7823599054861232,-0.790215830234146,-0.7724729181125325,-0.7841148382062729,-0.7990893783897001,-0.7856505740857549,0.008812271288298973,143,-0.42246234108642194,-0.41843905954346067,-0.42263061916057554,-0.4189161764024537,-0.4181547101035669,-0.4201205812592958,0.0019963409074974852
65,98.62249989509583,0.43340944811674614,2.127469539642334,0.023612843487214027,29,sqrt,2,329,"{'max_depth': 29, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 329}",-0.7824957228368103,-0.7908776682267549,-0.7718827151106614,-0.7844261905661163,-0.7988914000415049,-0.7857147393563697,0.008984737518745515,144,-0.4230176475575006,-0.4193302968021049,-0.4230090371192056,-0.41967174523882367,-0.4175640632947809,-0.4205185580024831,0.0021589826469747106
23,106.21409349441528,0.49016596421377817,2.2699042320251466,0.02180968470434491,45,sqrt,2,351,"{'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 351}",-0.7823405282003472,-0.7901686661379634,-0.7729243224378582,-0.7837822058721703,-0.7995595688897859,-0.785755058307625,0.008834289920965027,145,-0.42248104754739535,-0.41827005875306844,-0.4229131799030036,-0.41904965620725443,-0.4183911960283096,-0.42022102768780634,0.0020436265875833333
199,112.88353791236878,1.4626675332477062,2.4038450717926025,0.05749482718893528,45,sqrt,2,377,"{'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 377}",-0.7824557568508342,-0.7902489687565023,-0.7726074343081313,-0.7840652704657401,-0.7994731419752267,-0.7857701144712869,0.008887977352344617,146,-0.4225585410313216,-0.41849018754930833,-0.42286840059594494,-0.41892283026283694,-0.41832929462673196,-0.4202338508132287,0.002036246934766263
88,96.9717423915863,0.8005593835297615,2.070236349105835,0.025684204740360234,42,sqrt,2,324,"{'max_depth': 42, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 324}",-0.782343205998859,-0.7904390345027196,-0.7730068554808837,-0.7840833952198876,-0.7994414528055963,-0.7858627888015892,0.008788069947618018,147,-0.4225892164922831,-0.41853860307698215,-0.42303026303609575,-0.4191199741441138,-0.41845525483336893,-0.42034666231656875,0.0020288926243968333
124,80.24438428878784,0.6006429136333613,1.7051704406738282,0.028702849138746742,33,sqrt,2,265,"{'max_depth': 33, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 265}",-0.7833555293063333,-0.7907416705937569,-0.7724532537156281,-0.7843687265656274,-0.7988736049114978,-0.7859585570185688,0.008733535011597371,148,-0.42289446726144775,-0.41902030698362547,-0.4233568579646442,-0.41951246074901005,-0.418603427435585,-0.42067750407886245,0.002024810366097375
69,49.72163953781128,0.39545322498742863,1.1048385143280028,0.019151766404159037,22,sqrt,1,145,"{'max_depth': 22, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 145}",-0.7836588735519967,-0.7914117009494139,-0.7714863551415676,-0.7858279204514601,-0.7974442531824514,-0.785965820655378,0.008676496625080996,149,-0.3194286213302292,-0.31961715129796886,-0.32112309025083946,-0.3197050990811987,-0.3198261457701574,-0.3199400215460787,0.0006055713326961076
97,91.69542632102966,0.23308995802018762,1.9665969371795655,0.01856283518593944,47,sqrt,2,306,"{'max_depth': 47, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 306}",-0.7826136236630347,-0.790371202394993,-0.7729885909531382,-0.7842167610881713,-0.7997451574048127,-0.78598706710083,0.008854153570597703,150,-0.42277851799740856,-0.4184470351058636,-0.42309832979905465,-0.41900060519782983,-0.41853135222703264,-0.42037116806543795,0.0021070546910650265
94,109.4513141155243,1.0242040792566185,2.339478349685669,0.04255044931309879,25,sqrt,2,362,"{'max_depth': 25, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 362}",-0.7837051965772717,-0.7899258544442492,-0.7723141039275709,-0.7859406003883553,-0.7981162434873755,-0.7860003997649645,0.00842364637116136,151,-0.4258594154272593,-0.4215885045428805,-0.4255512340469585,-0.42260525833459256,-0.4209697191950151,-0.4233148263093412,0.0020228521585973413
155,43.13155093193054,0.3269498088681572,0.971901798248291,0.006798096313031721,42,sqrt,1,119,"{'max_depth': 42, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 119}",-0.7834679837785361,-0.7904471163366904,-0.7719211438870179,-0.7837639120693183,-0.8004658929336986,-0.7860132098010523,0.009366572632682892,152,-0.2945978352179537,-0.29261519612211023,-0.29428813501301637,-0.2934727305312724,-0.2928782700808905,-0.2935704333930486,0.0007709428343021759
177,88.6720823764801,0.843335744117044,1.8933002948760986,0.023917252458655072,45,sqrt,2,293,"{'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 293}",-0.7827313535380224,-0.7904818995333246,-0.7730337162694891,-0.7842430875268912,-0.7999539654229841,-0.7860888044581422,0.00890681141829552,153,-0.42287021995899926,-0.4185074222886,-0.4231210845472453,-0.4191614002119771,-0.4187516698104141,-0.42048235936344713,0.002064235678300175
127,74.218110704422,0.2083709775344477,1.6096405982971191,0.013162057680145904,43,sqrt,2,246,"{'max_depth': 43, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 246}",-0.7828260367697071,-0.7908286712427366,-0.773078230005883,-0.7846020570061601,-0.8000907199923217,-0.7862851430033617,0.008949394953769271,154,-0.42302073614692437,-0.41887166481849797,-0.42343813486693027,-0.41964010029088983,-0.4191995298378381,-0.4208340331922161,0.001975397781050212
21,94.7469012260437,0.7350362300879222,2.03269362449646,0.01283927883349126,25,sqrt,2,314,"{'max_depth': 25, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 314}",-0.7842353779478416,-0.7899993953310855,-0.7728865241084351,-0.7860817968559662,-0.7985093040900396,-0.7863424796666736,0.0083303688020667,155,-0.4262321137546169,-0.4216227572460227,-0.4258745573347224,-0.422803165781322,-0.4211223660277187,-0.4235309920288805,0.0021335851127436724
113,45.319953203201294,0.2919315291620336,0.9690422534942627,0.01187987322532451,26,sqrt,2,148,"{'max_depth': 26, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 148}",-0.7831936348266532,-0.7926331633797229,-0.771599343860659,-0.7848625708016559,-0.7996131409249279,-0.7863803707587238,0.009435479644454138,156,-0.42542536709426193,-0.4227217460056868,-0.4251267937873625,-0.4222322262726479,-0.42047446164491326,-0.4231961189609745,0.0018578799684802812
183,62.89662556648254,0.4969209277049649,1.35647554397583,0.015806876617009954,34,sqrt,2,209,"{'max_depth': 34, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 209}",-0.7821218555792677,-0.7911412954893426,-0.7737744051288478,-0.7846634713058491,-0.8003238762853545,-0.7864049807577324,0.008911540687536565,157,-0.4236575096510192,-0.4196962835002834,-0.42416192043629464,-0.4198273596743926,-0.41917400661043813,-0.4213034159744856,0.0021451716027605064
11,62.52252821922302,0.1947563432089046,1.3596744537353516,0.033619840729146255,40,sqrt,2,207,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 207}",-0.7825023400042818,-0.7909012615808658,-0.7737830438441773,-0.7849998993516722,-0.8000550323331929,-0.786448315422838,0.008752704837307423,158,-0.4233931983533519,-0.41939672399828926,-0.4241429596479055,-0.42026542197453415,-0.4193380030189217,-0.4213072613986005,0.002049676981856942
193,102.70812482833863,0.9809345357877898,2.1438940525054933,0.02251837712216712,21,sqrt,2,348,"{'max_depth': 21, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 348}",-0.7832008069416384,-0.7910415140967872,-0.7725332859822256,-0.7859284939185689,-0.800098302812105,-0.786560480750265,0.009075255308221451,159,-0.439235187652932,-0.4365231724567546,-0.43939859287755073,-0.4371524338030124,-0.43543915734009003,-0.437549708826068,0.0015443602590111468
181,104.54699144363403,0.5574885279089887,2.2055880069732665,0.02468860047109095,20,sqrt,2,360,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 360}",-0.7832220731806996,-0.7917088873466493,-0.7732461668212094,-0.7853973541156893,-0.7998088957013366,-0.7866766754331168,0.008851303488705964,160,-0.44819869880926655,-0.4459047915404251,-0.44814461706121045,-0.445233392794458,-0.4453779012997889,-0.4465718803010298,0.0013253061118657307
116,40.52468566894531,0.2328611234536315,0.8628741264343261,0.012011069211605933,26,sqrt,2,134,"{'max_depth': 26, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 134}",-0.7835724030831646,-0.7929806171993018,-0.7721549311664845,-0.7849966570119962,-0.7997398001564517,-0.7866888817234798,0.00931369088626722,161,-0.4255662034764256,-0.42298867765470466,-0.42571460393680416,-0.42266290593077915,-0.4209971883339643,-0.4235859158665356,0.001809033055499884
95,52.99815063476562,0.4417302972653592,1.1330256462097168,0.02030308649147,40,sqrt,2,175,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 175}",-0.7832859934314641,-0.7911820341748012,-0.7737317924731756,-0.7854093042963672,-0.7998666935125464,-0.7866951635776709,0.008659631333384566,162,-0.4237712772156226,-0.41993679625999547,-0.4240027302041268,-0.4204297540622974,-0.4193042313794965,-0.4214889578243078,0.001991591381350889
49,66.41194548606873,0.5364973176996845,1.4244941234588624,0.01758252742338099,20,sqrt,1,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",-0.7824255641516016,-0.7908621134541394,-0.7747551865261811,-0.7850043969546895,-0.800897309891697,-0.7867889141956617,0.008748390804356198,163,-0.3479046288182505,-0.34855016315165205,-0.34902967208134184,-0.348300418553982,-0.3479655555007362,-0.3483500876211925,0.00041246351823738433
159,86.81245841979981,0.4590385913601635,1.833376932144165,0.02271896736420271,21,sqrt,2,295,"{'max_depth': 21, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 295}",-0.7835548678955749,-0.7911027578898481,-0.7729364400907882,-0.7863139393216754,-0.8002132018438816,-0.7868242414083536,0.008959801355481613,164,-0.43969826641223575,-0.43649524310849735,-0.43977350131525617,-0.4376691264810593,-0.4356399198515918,-0.4378552114337281,0.001665433635573599
4,47.2057599067688,0.37357333554472666,1.0097352981567382,0.009491485634657902,44,sqrt,2,156,"{'max_depth': 44, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 156}",-0.7830145974656247,-0.7919520439674207,-0.7737099335648213,-0.7853883085016921,-0.8006570950716577,-0.7869443957142433,0.009012550968141912,165,-0.4238290044109374,-0.4205299720124815,-0.424441222158887,-0.42077560986774853,-0.4195186892967855,-0.421818899549368,0.001947195531224499
36,39.31505851745605,0.03664955356032498,0.8443161487579346,0.020802437433594764,20,sqrt,1,121,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 121}",-0.7822543131634301,-0.791597497513111,-0.7746934635137442,-0.786043435318614,-0.8026666823657057,-0.7874510783749209,0.009385648204118689,166,-0.3500998509173515,-0.3506919402230873,-0.35096347113836174,-0.3505567663524369,-0.3501977347076926,-0.35050195266778605,0.00031822429034339877
153,30.388031244277954,0.31859512361378983,0.6595517158508301,0.008768379357244418,35,sqrt,2,101,"{'max_depth': 35, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 101}",-0.7843037977047267,-0.7925190776925439,-0.7754173510521755,-0.7853769115740639,-0.8020064186152943,-0.7879247113277608,0.008893132659972271,167,-0.4255874876784203,-0.4222645573934826,-0.4266987252926356,-0.4228013301728738,-0.422337873379721,-0.42393799478342664,0.0018436511273369719
92,123.55803647041321,0.9074425663460071,2.5278847217559814,0.039991744208418625,38,sqrt,4,470,"{'max_depth': 38, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 470}",-0.7895655960196494,-0.7954793408195658,-0.7772024225458735,-0.7907451754181491,-0.8045425742838674,-0.7915070218174212,0.008884548955846592,168,-0.5575657605295875,-0.5544628532812336,-0.5587125901668577,-0.5548591224637833,-0.5519851542480535,-0.5555170961379032,0.0023844151798203235
